,states,fips,year,sex,sex_code,age_group,population,breast,lung_and_bronchus,melanoma_of_the_skin,real_gdp,real_personal_income,real_pce,gdp,personal_income,disposable_personal_income,pce,regional_price_parities,n_jobs,regional_price_deflator,states_abbr,non_smoker_rate
1112,Oregon,41,2017,Female,F,25-44,562352,55.0,3.0,16.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,61.8
1113,Oregon,41,2017,Female,F,45-64,541105,262.0,64.0,37.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,61.8
1114,Oregon,41,2017,Female,F,65+,384224,413.0,277.0,63.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,61.8
1115,Oregon,41,2017,Male,M,25-44,574796,172.9634703196347,161.55295950155764,10.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,54.4
1116,Oregon,41,2017,Male,M,45-64,521212,172.9634703196347,67.0,48.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,54.4
1117,Oregon,41,2017,Male,M,65+,324668,7.0,298.0,139.0,205524.0,186154.8,152444.0,222601.6,198957.5,172809.7,163337.5,101.032,2516089.0,107.146,OR,54.4
1118,Oregon,41,2018,Female,F,25-44,570445,52.0,161.55295950155764,14.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,60.6
1119,Oregon,41,2018,Female,F,45-64,537446,269.0,67.0,33.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,60.6
1120,Oregon,41,2018,Female,F,65+,399000,469.0,256.0,54.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,60.6
1121,Oregon,41,2018,Male,M,25-44,585065,0.0,161.55295950155764,6.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,53.2
1122,Oregon,41,2018,Male,M,45-64,518520,172.9634703196347,62.0,40.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,53.2
1123,Oregon,41,2018,Male,M,65+,337494,5.0,265.0,114.0,214902.5,188381.0,153811.9,237113.7,211541.6,184596.2,172989.3,103.831,2569916.0,112.468,OR,53.2
1124,Pennsylvania,42,2014,Female,F,25-44,1565984,63.0,3.0,19.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,58.8
1125,Pennsylvania,42,2014,Female,F,45-64,1822070,262.0,83.0,38.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,58.8
1126,Pennsylvania,42,2014,Female,F,65+,1217073,442.0,296.0,55.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,58.8
1127,Pennsylvania,42,2014,Male,M,25-44,1575362,172.9634703196347,2.0,11.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,51.5
1128,Pennsylvania,42,2014,Male,M,45-64,1743972,1.0,95.0,46.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,51.5
1129,Pennsylvania,42,2014,Male,M,65+,917836,7.0,421.0,145.0,669643.1,619150.0,506021.4,694142.6,619079.4,547893.8,506662.5,97.317,7434313.0,100.127,PA,51.5
1130,Pennsylvania,42,2015,Female,F,25-44,1565387,62.0,3.0,18.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,59.5
1131,Pennsylvania,42,2015,Female,F,45-64,1817684,264.0,88.0,39.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,59.5
1132,Pennsylvania,42,2015,Female,F,65+,1236414,434.0,298.0,56.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,59.5
1133,Pennsylvania,42,2015,Male,M,25-44,1580460,172.9634703196347,2.0,9.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,52.1
1134,Pennsylvania,42,2015,Male,M,45-64,1739808,2.0,91.0,46.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,52.1
1135,Pennsylvania,42,2015,Male,M,65+,940702,6.0,417.0,143.0,682466.1,636541.2,513151.1,714202.9,643988.1,566954.5,520049.5,98.282,7510351.0,101.344,PA,52.1
1136,Pennsylvania,42,2016,Female,F,25-44,1564444,60.0,3.0,16.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,60.1
1137,Pennsylvania,42,2016,Female,F,45-64,1808698,265.0,87.0,32.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,60.1
1138,Pennsylvania,42,2016,Female,F,65+,1260304,443.0,292.0,51.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,60.1
1139,Pennsylvania,42,2016,Male,M,25-44,1584699,172.9634703196347,2.0,9.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,50.7
1140,Pennsylvania,42,2016,Male,M,45-64,1730790,2.0,93.0,43.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,50.7
1141,Pennsylvania,42,2016,Male,M,65+,966514,6.0,413.0,133.0,688359.4,650344.9,521552.4,726561.9,661160.1,583399.7,531332.5,97.817,7593733.0,101.875,PA,50.7
1142,Pennsylvania,42,2017,Female,F,25-44,1572387,58.0,3.0,14.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,60.7
1143,Pennsylvania,42,2017,Female,F,45-64,1792019,267.0,90.0,31.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,60.7
1144,Pennsylvania,42,2017,Female,F,65+,1285140,429.0,292.0,49.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,60.7
1145,Pennsylvania,42,2017,Male,M,25-44,1595059,172.9634703196347,2.0,8.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,47.6
1146,Pennsylvania,42,2017,Male,M,45-64,1714640,1.0,90.0,41.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,47.6
1147,Pennsylvania,42,2017,Male,M,65+,993818,6.0,400.0,121.0,694866.6,648931.8,523274.3,746441.0,678604.6,599709.6,549291.5,98.982,7662469.0,104.972,PA,47.6
1148,Pennsylvania,42,2018,Female,F,25-44,1584524,55.0,3.0,13.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,60.5
1149,Pennsylvania,42,2018,Female,F,45-64,1769139,263.0,89.0,29.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,60.5
1150,Pennsylvania,42,2018,Female,F,65+,1312478,429.0,288.0,50.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,60.5
1151,Pennsylvania,42,2018,Male,M,25-44,1610881,172.9634703196347,3.0,7.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,53.7
1152,Pennsylvania,42,2018,Male,M,45-64,1692904,2.0,89.0,39.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,53.7
1153,Pennsylvania,42,2018,Male,M,65+,1022470,6.0,372.0,118.0,704027.8,675804.0,543219.3,773977.4,714331.5,635620.7,577035.9,98.068,7763334.0,106.225,PA,53.7
1154,Rhode Island,44,2014,Female,F,25-44,131981,65.0,161.55295950155764,14.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,60.0
1155,Rhode Island,44,2014,Female,F,45-64,153059,282.0,100.0,31.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,60.0
1156,Rhode Island,44,2014,Female,F,65+,95860,418.0,334.0,71.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,60.0
1157,Rhode Island,44,2014,Male,M,25-44,129451,0.0,161.55295950155764,13.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,51.7
1158,Rhode Island,44,2014,Male,M,45-64,141473,172.9634703196347,91.0,39.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,51.7
1159,Rhode Island,44,2014,Male,M,65+,70742,172.9634703196347,472.0,192.0,52293.4,49590.4,39634.4,54559.7,50646.2,44902.0,40534.1,99.401,613133.0,102.27,RI,51.7
1160,Rhode Island,44,2015,Female,F,25-44,131914,57.0,161.55295950155764,12.0,52819.1,50499.6,40092.0,56390.8,52447.6,46383.9,41710.4,100.893,627028.0,104.037,RI,61.7
1161,Rhode Island,44,2015,Female,F,45-64,153112,283.0,99.0,35.0,52819.1,50499.6,40092.0,56390.8,52447.6,46383.9,41710.4,100.893,627028.0,104.037,RI,61.7
1162,Rhode Island,44,2015,Female,F,65+,97113,470.0,352.0,61.0,52819.1,50499.6,40092.0,56390.8,52447.6,46383.9,41710.4,100.893,627028.0,104.037,RI,61.7
1163,Rhode Island,44,2015,Male,M,45-64,141280,172.9634703196347,88.0,37.0,52819.1,50499.6,40092.0,56390.8,52447.6,46383.9,41710.4,100.893,627028.0,104.037,RI,51.0
1164,Rhode Island,44,2015,Male,M,65+,72566,172.9634703196347,472.0,159.0,52819.1,50499.6,40092.0,56390.8,52447.6,46383.9,41710.4,100.893,627028.0,104.037,RI,51.0
1165,Rhode Island,44,2016,Female,F,25-44,132239,59.0,161.55295950155764,16.0,52902.6,50845.9,40734.0,57353.5,53229.7,46981.2,42732.8,100.728,633501.0,104.907,RI,62.3
1166,Rhode Island,44,2016,Female,F,45-64,152450,293.0,95.0,27.0,52902.6,50845.9,40734.0,57353.5,53229.7,46981.2,42732.8,100.728,633501.0,104.907,RI,62.3
1167,Rhode Island,44,2016,Female,F,65+,99018,411.0,359.0,63.0,52902.6,50845.9,40734.0,57353.5,53229.7,46981.2,42732.8,100.728,633501.0,104.907,RI,62.3
1168,Rhode Island,44,2016,Male,M,45-64,140726,172.9634703196347,106.0,43.0,52902.6,50845.9,40734.0,57353.5,53229.7,46981.2,42732.8,100.728,633501.0,104.907,RI,52.4
1169,Rhode Island,44,2016,Male,M,65+,74541,172.9634703196347,446.0,131.0,52902.6,50845.9,40734.0,57353.5,53229.7,46981.2,42732.8,100.728,633501.0,104.907,RI,52.4
1170,Rhode Island,44,2017,Female,F,25-44,132418,49.0,161.55295950155764,50.42757172848145,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,59.8
1171,Rhode Island,44,2017,Female,F,45-64,151300,280.0,91.0,38.0,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,59.8
1172,Rhode Island,44,2017,Female,F,65+,100970,468.0,343.0,58.0,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,59.8
1173,Rhode Island,44,2017,Male,M,25-44,132546,0.0,161.55295950155764,50.42757172848145,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,52.9
1174,Rhode Island,44,2017,Male,M,45-64,139823,172.9634703196347,97.0,43.0,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,52.9
1175,Rhode Island,44,2017,Male,M,65+,76637,172.9634703196347,366.0,114.0,52691.8,51783.8,41186.2,58085.0,55310.7,48956.8,44085.6,100.932,638895.0,107.04,RI,52.9
1176,Rhode Island,44,2018,Female,F,25-44,133934,63.0,161.55295950155764,50.42757172848145,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,60.4
1177,Rhode Island,44,2018,Female,F,45-64,149869,289.0,78.0,27.0,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,60.4
1178,Rhode Island,44,2018,Female,F,65+,103258,487.0,326.0,65.0,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,60.4
1179,Rhode Island,44,2018,Male,M,25-44,134460,0.0,161.55295950155764,50.42757172848145,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,55.1
1180,Rhode Island,44,2018,Male,M,45-64,138402,172.9634703196347,77.0,38.0,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,55.1
1181,Rhode Island,44,2018,Male,M,65+,78960,172.9634703196347,391.0,124.0,52553.3,52400.3,41853.7,59290.8,57490.5,51189.6,45923.0,101.296,648735.0,109.723,RI,55.1
1182,South Carolina,45,2014,Female,F,25-44,616744,63.0,4.0,16.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,59.9
1183,South Carolina,45,2014,Female,F,45-64,669981,251.0,84.0,30.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,59.9
1184,South Carolina,45,2014,Female,F,65+,424257,431.0,264.0,53.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,59.9
1185,South Carolina,45,2014,Male,M,25-44,582209,172.9634703196347,4.0,11.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,45.8
1186,South Carolina,45,2014,Male,M,45-64,606850,172.9634703196347,116.0,40.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,45.8
1187,South Carolina,45,2014,Male,M,65+,336960,5.0,465.0,130.0,185986.9,190224.6,165275.0,194352.7,182832.6,165637.1,159071.9,93.546,2564448.0,96.247,SC,45.8
1188,South Carolina,45,2015,Female,F,25-44,626954,58.0,3.0,15.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,61.8
1189,South Carolina,45,2015,Female,F,45-64,677651,261.0,83.0,28.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,61.8
1190,South Carolina,45,2015,Female,F,65+,442023,454.0,276.0,48.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,61.8
1191,South Carolina,45,2015,Male,M,25-44,591693,172.9634703196347,2.0,9.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,48.3
1192,South Carolina,45,2015,Male,M,45-64,613997,2.0,118.0,45.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,48.3
1193,South Carolina,45,2015,Male,M,65+,352966,7.0,440.0,141.0,192019.9,201425.4,170738.6,205816.7,194364.1,174943.8,165037.1,93.74,2636738.0,96.661,SC,48.3
1194,South Carolina,45,2016,Female,F,25-44,635604,53.0,3.0,15.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,61.8
1195,South Carolina,45,2016,Female,F,45-64,685323,266.0,84.0,35.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,61.8
1196,South Carolina,45,2016,Female,F,65+,461157,440.0,254.0,56.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,61.8
1197,South Carolina,45,2016,Male,M,25-44,599518,172.9634703196347,4.0,9.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,45.8
1198,South Carolina,45,2016,Male,M,45-64,620823,172.9634703196347,114.0,44.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,45.8
1199,South Carolina,45,2016,Male,M,65+,369178,5.0,393.0,143.0,198005.7,206062.3,174699.6,215120.2,202215.4,181421.2,171796.1,94.421,2700086.0,98.338,SC,45.8
1200,South Carolina,45,2017,Female,F,25-44,644468,59.0,4.0,12.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,62.1
1201,South Carolina,45,2017,Female,F,45-64,690992,258.0,86.0,31.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,62.1
1202,South Carolina,45,2017,Female,F,65+,479930,451.0,257.0,55.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,62.1
1203,South Carolina,45,2017,Male,M,25-44,607645,172.9634703196347,2.0,8.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,46.8
1204,South Carolina,45,2017,Male,M,45-64,625881,172.9634703196347,111.0,47.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,46.8
1205,South Carolina,45,2017,Male,M,65+,385183,4.0,414.0,146.0,202512.4,214902.3,180771.3,223266.7,212325.2,190922.3,179271.7,93.512,2759106.0,99.17,SC,46.8
1206,South Carolina,45,2018,Female,F,25-44,653723,59.0,161.55295950155764,14.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,63.0
1207,South Carolina,45,2018,Female,F,45-64,695403,255.0,81.0,31.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,63.0
1208,South Carolina,45,2018,Female,F,65+,499781,425.0,263.0,49.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,63.0
1209,South Carolina,45,2018,Male,M,25-44,615898,172.9634703196347,4.0,8.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,49.2
1210,South Carolina,45,2018,Male,M,45-64,629677,172.9634703196347,99.0,42.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,49.2
1211,South Carolina,45,2018,Male,M,65+,401006,7.0,375.0,132.0,207101.2,221940.2,187617.5,233251.4,221707.2,200058.2,188549.4,92.779,2843412.0,100.497,SC,49.2
1212,South Dakota,46,2014,Female,F,25-44,100238,51.0,161.55295950155764,29.0,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,60.4
1213,South Dakota,46,2014,Female,F,45-64,108563,255.0,81.0,43.0,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,60.4
1214,South Dakota,46,2014,Female,F,65+,70177,414.0,243.0,51.0,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,60.4
1215,South Dakota,46,2014,Male,M,25-44,105872,0.0,0.0,50.42757172848145,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,49.6
1216,South Dakota,46,2014,Male,M,45-64,109913,0.0,80.0,49.0,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,49.6
1217,South Dakota,46,2014,Male,M,65+,58189,172.9634703196347,427.0,108.0,44846.5,43294.0,32464.8,46785.4,40252.3,36710.2,30225.5,90.49,589296.0,93.103,SD,49.6
1218,South Dakota,46,2015,Female,F,25-44,100509,63.0,161.55295950155764,29.0,45664.5,45656.0,34386.2,48070.2,41912.7,38161.4,31621.4,89.181,592591.0,91.959,SD,57.9
1219,South Dakota,46,2015,Female,F,45-64,108142,258.0,78.0,37.0,45664.5,45656.0,34386.2,48070.2,41912.7,38161.4,31621.4,89.181,592591.0,91.959,SD,57.9
1220,South Dakota,46,2015,Female,F,65+,72007,437.0,284.0,47.0,45664.5,45656.0,34386.2,48070.2,41912.7,38161.4,31621.4,89.181,592591.0,91.959,SD,57.9
1221,South Dakota,46,2015,Male,M,45-64,109353,172.9634703196347,71.0,40.0,45664.5,45656.0,34386.2,48070.2,41912.7,38161.4,31621.4,89.181,592591.0,91.959,SD,50.3
1222,South Dakota,46,2015,Male,M,65+,60355,172.9634703196347,381.0,125.0,45664.5,45656.0,34386.2,48070.2,41912.7,38161.4,31621.4,89.181,592591.0,91.959,SD,50.3
1223,South Dakota,46,2016,Female,F,25-44,101635,46.0,161.55295950155764,27.0,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,62.0
1224,South Dakota,46,2016,Female,F,45-64,107835,211.0,83.0,30.0,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,62.0
1225,South Dakota,46,2016,Female,F,65+,73972,420.0,314.0,54.0,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,62.0
1226,South Dakota,46,2016,Male,M,25-44,108351,0.0,161.55295950155764,50.42757172848145,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,49.2
1227,South Dakota,46,2016,Male,M,45-64,108987,172.9634703196347,65.0,44.0,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,49.2
1228,South Dakota,46,2016,Male,M,65+,62671,172.9634703196347,392.0,119.0,46076.0,45635.7,35288.7,49151.4,42336.8,38527.4,32806.0,89.262,597324.0,92.965,SD,49.2
1229,South Dakota,46,2017,Female,F,25-44,103565,53.0,161.55295950155764,25.0,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,60.8
1230,South Dakota,46,2017,Female,F,45-64,107271,237.0,78.0,46.0,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,60.8
1231,South Dakota,46,2017,Female,F,65+,76057,447.0,286.0,49.0,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,60.8
1232,South Dakota,46,2017,Male,M,25-44,110993,0.0,161.55295950155764,50.42757172848145,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,49.2
1233,South Dakota,46,2017,Male,M,45-64,108373,0.0,68.0,40.0,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,49.2
1234,South Dakota,46,2017,Male,M,65+,65012,172.9634703196347,361.0,167.0,45775.8,46683.9,36648.9,50232.5,43599.0,39937.3,34475.0,88.701,601277.0,94.068,SD,49.2
1235,South Dakota,46,2018,Female,F,25-44,104593,53.0,0.0,26.0,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,61.6
1236,South Dakota,46,2018,Female,F,45-64,106559,240.0,72.0,43.0,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,61.6
1237,South Dakota,46,2018,Female,F,65+,78348,435.0,268.0,68.0,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,61.6
1238,South Dakota,46,2018,Male,M,25-44,112214,0.0,161.55295950155764,50.42757172848145,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,50.2
1239,South Dakota,46,2018,Male,M,45-64,107379,172.9634703196347,74.0,59.0,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,50.2
1240,South Dakota,46,2018,Male,M,65+,67723,172.9634703196347,335.0,143.0,46300.3,46666.9,36640.2,52299.3,45660.9,42112.3,36219.3,91.26,610237.0,98.851,SD,50.2
1241,Tennessee,47,2014,Female,F,25-44,858359,58.0,3.0,13.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,57.8
1242,Tennessee,47,2014,Female,F,45-64,898825,242.0,100.0,28.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,57.8
1243,Tennessee,47,2014,Female,F,65+,551683,397.0,303.0,40.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,57.8
1244,Tennessee,47,2014,Male,M,25-44,829423,172.9634703196347,5.0,7.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,45.3
1245,Tennessee,47,2014,Male,M,45-64,836706,172.9634703196347,130.0,36.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,45.3
1246,Tennessee,47,2014,Male,M,65+,431488,7.0,501.0,111.0,294130.1,279172.5,222388.1,306153.1,267288.7,245434.6,213215.6,93.185,3772332.0,95.875,TN,45.3
1247,Tennessee,47,2015,Female,F,25-44,864024,59.0,6.0,14.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,59.4
1248,Tennessee,47,2015,Female,F,45-64,904416,255.0,105.0,35.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,59.4
1249,Tennessee,47,2015,Female,F,65+,567189,418.0,328.0,48.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,59.4
1250,Tennessee,47,2015,Male,M,25-44,835588,172.9634703196347,4.0,8.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,46.5
1251,Tennessee,47,2015,Male,M,45-64,842029,172.9634703196347,131.0,42.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,46.5
1252,Tennessee,47,2015,Male,M,65+,446218,6.0,514.0,119.0,304484.2,293407.7,228978.6,325294.0,281281.1,257101.7,219893.4,93.131,3859507.0,96.032,TN,46.5
1253,Tennessee,47,2016,Female,F,25-44,871658,54.0,3.0,11.0,310143.2,296180.0,232710.3,336413.9,290239.9,264464.9,228519.0,94.288,3951854.0,98.199,TN,59.8
1254,Tennessee,47,2016,Female,F,45-64,910277,240.0,99.0,24.0,310143.2,296180.0,232710.3,336413.9,290239.9,264464.9,228519.0,94.288,3951854.0,98.199,TN,59.8
1255,Tennessee,47,2016,Female,F,65+,583678,419.0,306.0,44.0,310143.2,296180.0,232710.3,336413.9,290239.9,264464.9,228519.0,94.288,3951854.0,98.199,TN,59.8
