,states,fips,year,sex,sex_code,age_group,population,breast,lung_and_bronchus,melanoma_of_the_skin,real_gdp,real_personal_income,real_pce,gdp,personal_income,disposable_personal_income,pce,regional_price_parities,n_jobs,regional_price_deflator,states_abbr,non_smoker_rate
0,Alabama,01,2014,Female,F,25-44,625968,57.0,161.55295950155764,12.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,61.6
1,Alabama,01,2014,Female,F,45-64,665676,252.0,81.0,25.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,61.6
2,Alabama,01,2014,Female,F,65+,421311,397.0,255.0,38.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,61.6
3,Alabama,01,2014,Male,M,25-44,593703,172.9634703196347,3.0,10.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,46.3
4,Alabama,01,2014,Male,M,45-64,618113,3.0,133.0,34.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,46.3
5,Alabama,01,2014,Male,M,65+,320681,7.0,463.0,111.0,189886.3,193661.1,158801.9,197406.9,181078.8,164562.8,148689.4,91.005,2551872.0,93.632,AL,46.3
6,Alabama,01,2015,Female,F,25-44,626805,55.0,3.0,14.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,62.2
7,Alabama,01,2015,Female,F,45-64,666740,257.0,85.0,28.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,62.2
8,Alabama,01,2015,Female,F,65+,431884,410.0,250.0,47.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,62.2
9,Alabama,01,2015,Male,M,25-44,595229,0.0,3.0,8.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,48.6
10,Alabama,01,2015,Male,M,45-64,618520,3.0,124.0,44.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,48.6
11,Alabama,01,2015,Male,M,65+,330417,8.0,448.0,134.0,191335.2,203544.4,164127.8,202372.4,189115.4,171157.0,152755.9,90.259,2587451.0,93.071,AL,48.6
12,Alabama,01,2016,Female,F,25-44,627766,61.0,2.0,16.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,62.1
13,Alabama,01,2016,Female,F,45-64,668528,239.0,85.0,31.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,62.1
14,Alabama,01,2016,Female,F,65+,443183,416.0,252.0,50.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,62.1
15,Alabama,01,2016,Male,M,25-44,594965,172.9634703196347,3.0,11.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,46.3
16,Alabama,01,2016,Male,M,45-64,619063,2.0,127.0,44.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,46.3
17,Alabama,01,2016,Male,M,65+,340822,9.0,442.0,142.0,194283.8,203118.8,165559.2,207368.4,192363.5,173653.1,157119.9,91.122,2619737.0,94.903,AL,46.3
18,Alabama,01,2017,Female,F,25-44,629495,56.0,3.0,18.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,63.2
19,Alabama,01,2017,Female,F,45-64,668414,236.0,82.0,32.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,63.2
20,Alabama,01,2017,Female,F,65+,454361,389.0,252.0,52.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,63.2
21,Alabama,01,2017,Male,M,25-44,595307,172.9634703196347,3.0,9.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,47.3
22,Alabama,01,2017,Male,M,45-64,617639,2.0,124.0,40.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,47.3
23,Alabama,01,2017,Male,M,65+,350905,4.0,413.0,127.0,196974.9,208645.0,170601.0,214606.3,199191.8,180348.3,163367.8,90.296,2649157.0,95.76,AL,47.3
24,Alabama,01,2018,Female,F,25-44,630803,57.0,3.0,16.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,62.6
25,Alabama,01,2018,Female,F,45-64,666415,234.0,85.0,36.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,62.6
26,Alabama,01,2018,Female,F,65+,466075,404.0,248.0,47.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,62.6
27,Alabama,01,2018,Male,M,25-44,597012,0.0,3.0,10.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,49.0
28,Alabama,01,2018,Male,M,45-64,614420,172.9634703196347,117.0,39.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,49.0
29,Alabama,01,2018,Male,M,65+,360905,7.0,405.0,124.0,200372.6,217765.2,179311.2,223859.3,206712.0,188347.5,170857.1,87.968,2692095.0,95.285,AL,49.0
30,Alaska,02,2014,Female,F,25-44,96452,58.0,161.55295950155764,50.42757172848145,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,58.3
31,Alaska,02,2014,Female,F,45-64,92181,252.0,65.0,23.0,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,58.3
32,Alaska,02,2014,Female,F,65+,35300,464.0,254.0,50.42757172848145,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,58.3
33,Alaska,02,2014,Male,M,25-44,98440,0.0,0.0,50.42757172848145,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,50.9
34,Alaska,02,2014,Male,M,45-64,100205,172.9634703196347,72.0,22.0,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,50.9
35,Alaska,02,2014,Male,M,65+,34704,172.9634703196347,391.0,86.0,54188.2,38785.7,30847.5,56484.9,41210.0,37647.8,32820.9,103.412,461327.0,106.397,AK,50.9
36,Alaska,02,2015,Female,F,25-44,97064,59.0,161.55295950155764,50.42757172848145,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,56.9
37,Alaska,02,2015,Female,F,45-64,91535,246.0,72.0,22.0,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,56.9
38,Alaska,02,2015,Female,F,65+,37236,432.0,255.0,50.42757172848145,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,56.9
39,Alaska,02,2015,Male,M,25-44,99603,0.0,0.0,50.42757172848145,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,51.6
40,Alaska,02,2015,Male,M,45-64,99029,172.9634703196347,90.0,50.42757172848145,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,51.6
41,Alaska,02,2015,Male,M,65+,36819,172.9634703196347,347.0,76.0,54740.8,39586.9,31106.5,51490.9,42555.1,38714.9,33496.5,104.43,461649.0,107.683,AK,51.6
42,Alaska,02,2016,Female,F,25-44,98550,49.0,161.55295950155764,50.42757172848145,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,58.8
43,Alaska,02,2016,Female,F,45-64,90728,223.0,62.0,24.0,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,58.8
44,Alaska,02,2016,Female,F,65+,39335,409.0,282.0,50.42757172848145,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,58.8
45,Alaska,02,2016,Male,M,25-44,101735,0.0,161.55295950155764,50.42757172848145,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,49.6
46,Alaska,02,2016,Male,M,45-64,97869,0.0,77.0,17.0,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,49.6
47,Alaska,02,2016,Male,M,65+,38964,172.9634703196347,333.0,89.0,54246.6,38320.5,31276.5,50727.7,41837.4,38255.9,34218.2,105.048,457120.0,109.406,AK,49.6
48,Alaska,02,2017,Female,F,25-44,99332,48.0,161.55295950155764,50.42757172848145,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,61.2
49,Alaska,02,2017,Female,F,45-64,89447,233.0,67.0,19.0,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,61.2
50,Alaska,02,2017,Female,F,65+,41671,345.0,256.0,50.42757172848145,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,61.2
51,Alaska,02,2017,Male,M,25-44,102222,0.0,161.55295950155764,50.42757172848145,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,46.7
52,Alaska,02,2017,Male,M,45-64,96444,0.0,50.0,50.42757172848145,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,46.7
53,Alaska,02,2017,Male,M,65+,41072,172.9634703196347,357.0,73.0,54278.7,37877.0,31334.5,53301.5,42431.4,39036.5,35238.1,106.041,455499.0,112.458,AK,46.7
54,Alaska,02,2018,Female,F,25-44,99162,52.0,161.55295950155764,50.42757172848145,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,60.0
55,Alaska,02,2018,Female,F,45-64,87692,267.0,66.0,25.0,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,60.0
56,Alaska,02,2018,Female,F,65+,43910,391.0,234.0,50.42757172848145,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,60.0
57,Alaska,02,2018,Male,M,25-44,103027,0.0,0.0,50.42757172848145,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,53.6
58,Alaska,02,2018,Male,M,45-64,94260,0.0,56.0,35.0,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,53.6
59,Alaska,02,2018,Male,M,65+,43173,172.9634703196347,298.0,64.0,53327.0,38797.7,32167.8,54899.6,43981.2,40765.9,36644.8,105.169,454830.0,113.918,AK,53.6
60,Arizona,04,2014,Female,F,25-44,851477,50.0,2.0,10.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,63.9
61,Arizona,04,2014,Female,F,45-64,837926,231.0,52.0,25.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,63.9
62,Arizona,04,2014,Female,F,65+,571739,418.0,254.0,51.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,63.9
63,Arizona,04,2014,Male,M,25-44,878380,172.9634703196347,161.55295950155764,7.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,49.8
64,Arizona,04,2014,Male,M,45-64,789045,172.9634703196347,56.0,42.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,49.8
65,Arizona,04,2014,Male,M,65+,488748,3.0,322.0,144.0,276948.9,255373.4,224210.8,287666.6,257272.3,232184.1,226189.9,98.052,3448173.0,100.883,AZ,49.8
66,Arizona,04,2015,Female,F,25-44,862131,49.0,1.0,10.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,67.1
67,Arizona,04,2015,Female,F,45-64,849379,229.0,58.0,28.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,67.1
68,Arizona,04,2015,Female,F,65+,597545,389.0,249.0,51.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,67.1
69,Arizona,04,2015,Male,M,25-44,892619,172.9634703196347,161.55295950155764,7.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,54.5
70,Arizona,04,2015,Male,M,45-64,800377,172.9634703196347,62.0,44.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,54.5
71,Arizona,04,2015,Male,M,65+,511139,3.0,302.0,162.0,282577.0,268726.0,232655.5,299393.3,270815.5,242884.4,234868.8,97.901,3547627.0,100.951,AZ,54.5
72,Arizona,04,2016,Female,F,25-44,876210,45.0,161.55295950155764,14.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,66.2
73,Arizona,04,2016,Female,F,45-64,862315,236.0,50.0,36.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,66.2
74,Arizona,04,2016,Female,F,65+,624003,399.0,237.0,67.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,66.2
75,Arizona,04,2016,Male,M,25-44,908668,0.0,161.55295950155764,8.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,53.2
76,Arizona,04,2016,Male,M,45-64,812678,2.0,53.0,47.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,53.2
77,Arizona,04,2016,Male,M,65+,533462,5.0,292.0,157.0,291275.2,274244.5,237126.1,313081.4,282085.1,253015.4,244414.7,98.968,3644774.0,103.074,AZ,53.2
78,Arizona,04,2017,Female,F,25-44,891221,49.0,2.0,13.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,65.5
79,Arizona,04,2017,Female,F,45-64,872290,223.0,53.0,33.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,65.5
80,Arizona,04,2017,Female,F,65+,651065,383.0,232.0,65.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,65.5
81,Arizona,04,2017,Male,M,25-44,926946,172.9634703196347,1.0,10.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,53.8
82,Arizona,04,2017,Male,M,45-64,822972,2.0,55.0,57.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,53.8
83,Arizona,04,2017,Male,M,65+,556204,6.0,275.0,203.0,303606.1,287093.8,248540.3,332001.8,299249.2,268633.7,258497.8,98.072,3740756.0,104.006,AZ,53.8
84,Arizona,04,2018,Female,F,25-44,907670,46.0,1.0,13.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,64.9
85,Arizona,04,2018,Female,F,45-64,880404,218.0,50.0,38.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,64.9
86,Arizona,04,2018,Female,F,65+,679220,390.0,214.0,70.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,64.9
87,Arizona,04,2018,Male,M,25-44,946187,172.9634703196347,161.55295950155764,9.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,54.5
88,Arizona,04,2018,Male,M,45-64,832133,3.0,50.0,55.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,54.5
89,Arizona,04,2018,Male,M,65+,579833,5.0,265.0,196.0,314827.5,299176.3,258541.1,351879.5,316896.3,285095.1,273434.1,97.638,3854674.0,105.76,AZ,54.5
90,Arkansas,05,2014,Female,F,25-44,375254,51.0,4.0,12.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,56.3
91,Arkansas,05,2014,Female,F,45-64,386943,240.0,104.0,28.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,56.3
92,Arkansas,05,2014,Female,F,65+,259619,393.0,335.0,42.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,56.3
93,Arkansas,05,2014,Male,M,25-44,370948,0.0,5.0,8.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,43.4
94,Arkansas,05,2014,Male,M,45-64,366986,172.9634703196347,137.0,37.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,43.4
95,Arkansas,05,2014,Male,M,65+,206075,172.9634703196347,531.0,126.0,111734.5,124218.9,95551.4,116139.4,114743.3,103942.3,88384.5,89.904,1587414.0,92.499,AR,43.4
96,Arkansas,05,2015,Female,F,25-44,377297,55.0,5.0,15.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,57.5
97,Arkansas,05,2015,Female,F,45-64,387239,243.0,111.0,26.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,57.5
98,Arkansas,05,2015,Female,F,65+,265021,395.0,313.0,49.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,57.5
99,Arkansas,05,2015,Male,M,25-44,372905,172.9634703196347,161.55295950155764,10.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,44.3
100,Arkansas,05,2015,Male,M,45-64,367539,172.9634703196347,145.0,39.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,44.3
101,Arkansas,05,2015,Male,M,65+,211509,172.9634703196347,529.0,139.0,112351.0,128392.7,98626.6,117786.8,118719.5,107309.6,91353.2,89.827,1610805.0,92.625,AR,44.3
102,Arkansas,05,2016,Female,F,25-44,378845,52.0,5.0,16.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,57.2
103,Arkansas,05,2016,Female,F,45-64,387980,244.0,98.0,31.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,57.2
104,Arkansas,05,2016,Female,F,65+,270916,415.0,322.0,40.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,57.2
105,Arkansas,05,2016,Male,M,25-44,375445,172.9634703196347,6.0,9.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,46.4
106,Arkansas,05,2016,Male,M,45-64,368120,172.9634703196347,133.0,34.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,46.4
107,Arkansas,05,2016,Male,M,65+,216640,172.9634703196347,522.0,141.0,112798.1,130467.1,100875.9,119152.4,121825.9,109951.9,94391.2,89.845,1629698.0,93.572,AR,46.4
108,Arkansas,05,2017,Female,F,25-44,380801,50.0,161.55295950155764,15.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,57.5
109,Arkansas,05,2017,Female,F,45-64,387772,234.0,99.0,34.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,57.5
110,Arkansas,05,2017,Female,F,65+,276741,389.0,307.0,50.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,57.5
111,Arkansas,05,2017,Male,M,25-44,377913,172.9634703196347,161.55295950155764,6.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,46.7
112,Arkansas,05,2017,Male,M,45-64,367551,172.9634703196347,125.0,44.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,46.7
113,Arkansas,05,2017,Male,M,65+,221974,7.0,485.0,130.0,113850.2,133409.6,103635.3,122466.7,125285.9,113123.4,97935.1,89.108,1639902.0,94.5,AR,46.7
114,Arkansas,05,2018,Female,F,25-44,382246,58.0,161.55295950155764,15.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,57.8
115,Arkansas,05,2018,Female,F,45-64,386263,253.0,112.0,32.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,57.8
116,Arkansas,05,2018,Female,F,65+,283170,410.0,318.0,50.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,57.8
117,Arkansas,05,2018,Male,M,25-44,379385,172.9634703196347,161.55295950155764,8.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,47.8
118,Arkansas,05,2018,Male,M,45-64,365668,172.9634703196347,142.0,39.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,47.8
119,Arkansas,05,2018,Male,M,65+,227430,172.9634703196347,491.0,154.0,115885.2,137023.7,106285.6,127535.7,130033.4,118371.3,101726.6,88.36,1657951.0,95.711,AR,47.8
120,California,06,2014,Female,F,25-44,5326265,51.0,2.0,11.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,72.4
121,California,06,2014,Female,F,45-64,4923517,241.0,42.0,31.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,72.4
122,California,06,2014,Female,F,65+,2763670,408.0,231.0,59.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,72.4
123,California,06,2014,Male,M,25-44,5429898,172.9634703196347,1.0,7.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,56.1
124,California,06,2014,Male,M,45-64,4750968,1.0,46.0,42.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,56.1
125,California,06,2014,Male,M,65+,2185111,5.0,286.0,149.0,2256054.7,1779397.6,1355802.4,2335286.5,1980736.8,1704446.4,1511296.2,108.341,21997098.0,111.469,CA,56.1
126,California,06,2015,Female,F,25-44,5376017,54.0,2.0,10.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,72.9
127,California,06,2015,Female,F,45-64,4966245,249.0,41.0,31.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,72.9
128,California,06,2015,Female,F,65+,2862061,411.0,225.0,58.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,72.9
129,California,06,2015,Male,M,25-44,5495297,172.9634703196347,1.0,7.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,57.6
130,California,06,2015,Male,M,45-64,4799161,1.0,43.0,41.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,57.6
131,California,06,2015,Male,M,65+,2273690,5.0,285.0,149.0,2357452.9,1889769.0,1403629.5,2473555.9,2125430.3,1815222.7,1581389.3,109.26,22687196.0,112.664,CA,57.6
132,California,06,2016,Female,F,25-44,5429047,52.0,2.0,10.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,73.0
133,California,06,2016,Female,F,45-64,4992633,241.0,40.0,29.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,73.0
134,California,06,2016,Female,F,65+,2954331,403.0,216.0,56.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,73.0
135,California,06,2016,Male,M,25-44,5569208,172.9634703196347,1.0,7.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,58.7
136,California,06,2016,Male,M,45-64,4828630,1.0,44.0,40.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,58.7
137,California,06,2016,Male,M,65+,2354443,4.0,269.0,149.0,2427894.6,1966517.8,1460675.2,2569634.0,2218457.8,1899055.0,1651249.0,108.544,23177898.0,113.047,CA,58.7
138,California,06,2017,Female,F,25-44,5471619,52.0,1.0,10.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,73.6
139,California,06,2017,Female,F,45-64,4996598,250.0,41.0,29.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,73.6
140,California,06,2017,Female,F,65+,3043290,401.0,212.0,58.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,73.6
141,California,06,2017,Male,M,25-44,5636875,172.9634703196347,1.0,5.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,59.0
142,California,06,2017,Male,M,45-64,4838705,1.0,41.0,40.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,59.0
143,California,06,2017,Male,M,65+,2433180,4.0,259.0,150.0,2538204.0,1996461.5,1493956.8,2728743.1,2318280.9,1984643.0,1739071.6,109.765,23548985.0,116.407,CA,59.0
144,California,06,2018,Female,F,25-44,5501532,51.0,2.0,10.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,74.3
145,California,06,2018,Female,F,45-64,4978946,243.0,36.0,28.0,2644061.2,2031413.0,1530105.5,2897200.7,2431773.9,2078193.3,1835634.7,110.755,24078141.0,119.968,CA,74.3
